Training for 150000 steps ...
     79/150000: episode: 1, duration: 0.145s, episode steps:  79, steps per second: 544, episode reward: -69.568, mean reward: -0.881 [-100.000, 44.501], mean action: 1.215 [0.000, 3.000],  loss: --, mse: --, mean_q: --, mean_eps: --
  23991/150000: episode: 249, duration: 0.957s, episode steps: 135, steps per second: 141, episode reward: -62.647, mean reward: -0.464 [-100.000,  7.400], mean action: 1.659 [0.000, 3.000],  loss: 11.208905, mse: 653.847218, mean_q: 13.279614, mean_eps: 0.856462
  24057/150000: episode: 250, duration: 0.477s, episode steps:  66, steps per second: 138, episode reward: -92.720, mean reward: -1.405 [-100.000,  9.581], mean action: 1.424 [0.000, 3.000],  loss: 15.920825, mse: 661.478531, mean_q: 14.661376, mean_eps: 0.855859
  24137/150000: episode: 251, duration: 0.599s, episode steps:  80, steps per second: 134, episode reward: -149.543, mean reward: -1.869 [-100.000,  8.576], mean action: 1.550 [0.000, 3.000],  loss: 15.801979, mse: 689.852874, mean_q: 14.589500, mean_eps: 0.855421
  24220/150000: episode: 252, duration: 0.578s, episode steps:  83, steps per second: 143, episode reward: -168.804, mean reward: -2.034 [-100.000,  6.815], mean action: 1.446 [0.000, 3.000],  loss: 13.344280, mse: 674.190107, mean_q: 14.857220, mean_eps: 0.854932
  24321/150000: episode: 253, duration: 0.708s, episode steps: 101, steps per second: 143, episode reward: -105.416, mean reward: -1.044 [-100.000, 37.573], mean action: 1.485 [0.000, 3.000],  loss: 11.391056, mse: 670.887445, mean_q: 14.765704, mean_eps: 0.854380
  24445/150000: episode: 254, duration: 0.936s, episode steps: 124, steps per second: 132, episode reward: -112.421, mean reward: -0.907 [-100.000, 12.431], mean action: 1.726 [0.000, 3.000],  loss: 16.457445, mse: 676.469046, mean_q: 14.688288, mean_eps: 0.853705
  24522/150000: episode: 255, duration: 0.541s, episode steps:  77, steps per second: 142, episode reward: -116.340, mean reward: -1.511 [-100.000,  7.196], mean action: 1.481 [0.000, 3.000],  loss: 10.144692, mse: 660.192111, mean_q: 15.097140, mean_eps: 0.853102
  24594/150000: episode: 256, duration: 0.551s, episode steps:  72, steps per second: 131, episode reward: -112.948, mean reward: -1.569 [-100.000,  7.243], mean action: 1.514 [0.000, 3.000],  loss: 21.654209, mse: 704.514130, mean_q: 14.822407, mean_eps: 0.852655
  24720/150000: episode: 257, duration: 1.111s, episode steps: 126, steps per second: 113, episode reward: -59.828, mean reward: -0.475 [-100.000, 26.876], mean action: 1.516 [0.000, 3.000],  loss: 9.751162, mse: 687.873808, mean_q: 14.253526, mean_eps: 0.852061
  24808/150000: episode: 258, duration: 0.673s, episode steps:  88, steps per second: 131, episode reward: -184.647, mean reward: -2.098 [-100.000, 26.992], mean action: 1.807 [0.000, 3.000],  loss: 9.209585, mse: 674.268132, mean_q: 14.187094, mean_eps: 0.851419
  24918/150000: episode: 259, duration: 0.802s, episode steps: 110, steps per second: 137, episode reward: -78.652, mean reward: -0.715 [-100.000, 17.874], mean action: 1.527 [0.000, 3.000],  loss: 17.899167, mse: 698.148087, mean_q: 13.967779, mean_eps: 0.850825
  24993/150000: episode: 260, duration: 0.579s, episode steps:  75, steps per second: 129, episode reward: -90.610, mean reward: -1.208 [-100.000, 23.616], mean action: 1.533 [0.000, 3.000],  loss: 8.973631, mse: 679.873703, mean_q: 14.663986, mean_eps: 0.850270
  25095/150000: episode: 261, duration: 0.738s, episode steps: 102, steps per second: 138, episode reward: -113.973, mean reward: -1.117 [-100.000, 12.840], mean action: 1.637 [0.000, 3.000],  loss: 11.035326, mse: 681.483285, mean_q: 14.124292, mean_eps: 0.849739
  25199/150000: episode: 262, duration: 0.910s, episode steps: 104, steps per second: 114, episode reward: -136.420, mean reward: -1.312 [-100.000, 15.908], mean action: 1.721 [0.000, 3.000],  loss: 15.891353, mse: 698.547028, mean_q: 14.622773, mean_eps: 0.849121
  25280/150000: episode: 263, duration: 0.621s, episode steps:  81, steps per second: 130, episode reward: -76.319, mean reward: -0.942 [-100.000, 11.503], mean action: 1.580 [0.000, 3.000],  loss: 13.817368, mse: 756.853044, mean_q: 14.256343, mean_eps: 0.848566
  25397/150000: episode: 264, duration: 0.940s, episode steps: 117, steps per second: 125, episode reward: -135.248, mean reward: -1.156 [-100.000, 17.784], mean action: 1.530 [0.000, 3.000],  loss: 14.011174, mse: 697.167736, mean_q: 14.263117, mean_eps: 0.847972
  25476/150000: episode: 265, duration: 0.617s, episode steps:  79, steps per second: 128, episode reward: -66.851, mean reward: -0.846 [-100.000, 19.458], mean action: 1.557 [0.000, 3.000],  loss: 12.814544, mse: 708.815498, mean_q: 14.560848, mean_eps: 0.847384
  25567/150000: episode: 266, duration: 0.700s, episode steps:  91, steps per second: 130, episode reward: -68.868, mean reward: -0.757 [-100.000, 22.816], mean action: 1.527 [0.000, 3.000],  loss: 13.760096, mse: 708.287879, mean_q: 13.807723, mean_eps: 0.846874
  25644/150000: episode: 267, duration: 0.552s, episode steps:  77, steps per second: 139, episode reward: -59.625, mean reward: -0.774 [-100.000, 45.833], mean action: 1.468 [0.000, 3.000],  loss: 14.664373, mse: 776.441239, mean_q: 13.933886, mean_eps: 0.846370
  25801/150000: episode: 268, duration: 1.305s, episode steps: 157, steps per second: 120, episode reward: -83.691, mean reward: -0.533 [-100.000, 75.562], mean action: 1.522 [0.000, 3.000],  loss: 17.399712, mse: 682.577320, mean_q: 14.853788, mean_eps: 0.845668
  25866/150000: episode: 269, duration: 0.549s, episode steps:  65, steps per second: 118, episode reward: -73.299, mean reward: -1.128 [-100.000,  9.083], mean action: 1.569 [0.000, 3.000],  loss: 12.647467, mse: 669.083763, mean_q: 14.992086, mean_eps: 0.845002
  25997/150000: episode: 270, duration: 0.973s, episode steps: 131, steps per second: 135, episode reward: -29.647, mean reward: -0.226 [-100.000, 16.282], mean action: 1.733 [0.000, 3.000],  loss: 10.569024, mse: 748.222876, mean_q: 14.149258, mean_eps: 0.844414
  26098/150000: episode: 271, duration: 0.801s, episode steps: 101, steps per second: 126, episode reward: -76.369, mean reward: -0.756 [-100.000, 88.054], mean action: 1.515 [0.000, 3.000],  loss: 11.909982, mse: 715.690265, mean_q: 15.548386, mean_eps: 0.843718
  26198/150000: episode: 272, duration: 0.848s, episode steps: 100, steps per second: 118, episode reward: -155.683, mean reward: -1.557 [-100.000,  7.539], mean action: 1.450 [0.000, 3.000],  loss: 11.478228, mse: 701.973819, mean_q: 14.958770, mean_eps: 0.843115
  26315/150000: episode: 273, duration: 0.963s, episode steps: 117, steps per second: 121, episode reward: -65.919, mean reward: -0.563 [-100.000, 16.744], mean action: 1.667 [0.000, 3.000],  loss: 11.965946, mse: 682.899873, mean_q: 14.721922, mean_eps: 0.842464
  26409/150000: episode: 274, duration: 0.721s, episode steps:  94, steps per second: 130, episode reward: -31.072, mean reward: -0.331 [-100.000, 116.021], mean action: 1.638 [0.000, 3.000],  loss: 17.231703, mse: 710.964901, mean_q: 15.024691, mean_eps: 0.841831
  26493/150000: episode: 275, duration: 0.626s, episode steps:  84, steps per second: 134, episode reward: -71.000, mean reward: -0.845 [-100.000,  8.772], mean action: 1.560 [0.000, 3.000],  loss: 16.450880, mse: 730.914941, mean_q: 14.409078, mean_eps: 0.841297
  26600/150000: episode: 276, duration: 0.868s, episode steps: 107, steps per second: 123, episode reward: -82.283, mean reward: -0.769 [-100.000,  6.976], mean action: 1.645 [0.000, 3.000],  loss: 14.523297, mse: 723.286962, mean_q: 14.386114, mean_eps: 0.840724
  26739/150000: episode: 277, duration: 1.050s, episode steps: 139, steps per second: 132, episode reward: -199.285, mean reward: -1.434 [-100.000, 93.088], mean action: 1.597 [0.000, 3.000],  loss: 19.014165, mse: 758.570027, mean_q: 14.920026, mean_eps: 0.839986
  26818/150000: episode: 278, duration: 0.559s, episode steps:  79, steps per second: 141, episode reward: -111.965, mean reward: -1.417 [-100.000,  9.808], mean action: 1.532 [0.000, 3.000],  loss: 11.245659, mse: 724.404116, mean_q: 15.243978, mean_eps: 0.839332
  26911/150000: episode: 279, duration: 0.769s, episode steps:  93, steps per second: 121, episode reward: -82.263, mean reward: -0.885 [-100.000, 20.712], mean action: 1.581 [0.000, 3.000],  loss: 14.238904, mse: 730.540246, mean_q: 14.482449, mean_eps: 0.838816
  26985/150000: episode: 280, duration: 0.586s, episode steps:  74, steps per second: 126, episode reward: -94.119, mean reward: -1.272 [-100.000, 27.015], mean action: 1.743 [0.000, 3.000],  loss: 13.010015, mse: 757.015964, mean_q: 15.017616, mean_eps: 0.838315
  27074/150000: episode: 281, duration: 0.677s, episode steps:  89, steps per second: 131, episode reward: -195.554, mean reward: -2.197 [-100.000,  6.499], mean action: 1.449 [0.000, 3.000],  loss: 5.519595, mse: 780.359248, mean_q: 14.458272, mean_eps: 0.837826
  27144/150000: episode: 282, duration: 0.542s, episode steps:  70, steps per second: 129, episode reward: -99.852, mean reward: -1.426 [-100.000,  6.954], mean action: 1.557 [0.000, 3.000],  loss: 14.513754, mse: 736.012741, mean_q: 14.894896, mean_eps: 0.837349
  27241/150000: episode: 283, duration: 0.733s, episode steps:  97, steps per second: 132, episode reward: -107.639, mean reward: -1.110 [-100.000,  6.573], mean action: 1.546 [0.000, 3.000],  loss: 14.177891, mse: 763.372753, mean_q: 15.116660, mean_eps: 0.836848
  27320/150000: episode: 284, duration: 0.593s, episode steps:  79, steps per second: 133, episode reward: -79.873, mean reward: -1.011 [-100.000, 14.330], mean action: 1.481 [0.000, 3.000],  loss: 12.022729, mse: 760.464638, mean_q: 15.261916, mean_eps: 0.836320
  27395/150000: episode: 285, duration: 0.581s, episode steps:  75, steps per second: 129, episode reward: -98.084, mean reward: -1.308 [-100.000, 12.880], mean action: 1.613 [0.000, 3.000],  loss: 15.688654, mse: 797.650091, mean_q: 15.041275, mean_eps: 0.835858
  27465/150000: episode: 286, duration: 0.560s, episode steps:  70, steps per second: 125, episode reward: -67.959, mean reward: -0.971 [-100.000,  8.663], mean action: 1.457 [0.000, 3.000],  loss: 14.425252, mse: 773.191672, mean_q: 15.345912, mean_eps: 0.835423
  27622/150000: episode: 287, duration: 1.209s, episode steps: 157, steps per second: 130, episode reward: -101.306, mean reward: -0.645 [-100.000, 11.581], mean action: 1.688 [0.000, 3.000],  loss: 9.638156, mse: 745.817987, mean_q: 15.147767, mean_eps: 0.834742
  27726/150000: episode: 288, duration: 0.771s, episode steps: 104, steps per second: 135, episode reward: -111.023, mean reward: -1.068 [-100.000,  7.802], mean action: 1.596 [0.000, 3.000],  loss: 9.776795, mse: 801.103438, mean_q: 15.614673, mean_eps: 0.833959
  27868/150000: episode: 289, duration: 1.051s, episode steps: 142, steps per second: 135, episode reward: -77.186, mean reward: -0.544 [-100.000,  7.231], mean action: 1.507 [0.000, 3.000],  loss: 12.311832, mse: 779.035842, mean_q: 15.443510, mean_eps: 0.833221
  27945/150000: episode: 290, duration: 0.549s, episode steps:  77, steps per second: 140, episode reward: -62.126, mean reward: -0.807 [-100.000, 17.718], mean action: 1.403 [0.000, 3.000],  loss: 14.187223, mse: 803.057605, mean_q: 14.697422, mean_eps: 0.832564
  28021/150000: episode: 291, duration: 0.594s, episode steps:  76, steps per second: 128, episode reward: -47.172, mean reward: -0.621 [-100.000, 13.284], mean action: 1.566 [0.000, 3.000],  loss: 14.150465, mse: 816.876789, mean_q: 16.306715, mean_eps: 0.832105
  28086/150000: episode: 292, duration: 0.518s, episode steps:  65, steps per second: 125, episode reward: -86.144, mean reward: -1.325 [-100.000,  6.728], mean action: 1.631 [0.000, 3.000],  loss: 13.527514, mse: 882.109724, mean_q: 15.375792, mean_eps: 0.831682
  28165/150000: episode: 293, duration: 0.629s, episode steps:  79, steps per second: 126, episode reward: -101.259, mean reward: -1.282 [-100.000, 10.173], mean action: 1.468 [0.000, 3.000],  loss: 7.545433, mse: 849.562585, mean_q: 15.807268, mean_eps: 0.831250
  28250/150000: episode: 294, duration: 0.658s, episode steps:  85, steps per second: 129, episode reward: -127.207, mean reward: -1.497 [-100.000,  8.858], mean action: 1.529 [0.000, 3.000],  loss: 22.296175, mse: 845.673422, mean_q: 16.108721, mean_eps: 0.830758
  28387/150000: episode: 295, duration: 1.196s, episode steps: 137, steps per second: 115, episode reward:  8.597, mean reward:  0.063 [-100.000, 66.532], mean action: 1.474 [0.000, 3.000],  loss: 17.139973, mse: 833.093278, mean_q: 16.151113, mean_eps: 0.830092
  28507/150000: episode: 296, duration: 1.065s, episode steps: 120, steps per second: 113, episode reward: -140.728, mean reward: -1.173 [-100.000,  3.592], mean action: 1.642 [0.000, 3.000],  loss: 13.541054, mse: 854.261574, mean_q: 16.116192, mean_eps: 0.829321
  28624/150000: episode: 297, duration: 0.926s, episode steps: 117, steps per second: 126, episode reward: -110.637, mean reward: -0.946 [-100.000,  9.857], mean action: 1.615 [0.000, 3.000],  loss: 15.732567, mse: 866.760766, mean_q: 15.751431, mean_eps: 0.828610
  28751/150000: episode: 298, duration: 0.911s, episode steps: 127, steps per second: 139, episode reward: -280.748, mean reward: -2.211 [-100.000,  3.505], mean action: 1.512 [0.000, 3.000],  loss: 12.945031, mse: 843.917113, mean_q: 16.306648, mean_eps: 0.827878
  28844/150000: episode: 299, duration: 0.720s, episode steps:  93, steps per second: 129, episode reward: -90.611, mean reward: -0.974 [-100.000, 10.091], mean action: 1.656 [0.000, 3.000],  loss: 14.588699, mse: 862.795402, mean_q: 16.016958, mean_eps: 0.827218
  28918/150000: episode: 300, duration: 0.532s, episode steps:  74, steps per second: 139, episode reward: -108.601, mean reward: -1.468 [-100.000,  6.842], mean action: 1.635 [0.000, 3.000],  loss: 19.492938, mse: 866.955108, mean_q: 16.175313, mean_eps: 0.826717
  29063/150000: episode: 301, duration: 1.066s, episode steps: 145, steps per second: 136, episode reward: -55.142, mean reward: -0.380 [-100.000, 12.638], mean action: 1.600 [0.000, 3.000],  loss: 9.805760, mse: 858.946974, mean_q: 16.114042, mean_eps: 0.826060
  29141/150000: episode: 302, duration: 0.688s, episode steps:  78, steps per second: 113, episode reward: -67.037, mean reward: -0.859 [-100.000,  7.035], mean action: 1.551 [0.000, 3.000],  loss: 15.097204, mse: 861.637703, mean_q: 16.516479, mean_eps: 0.825391
  29211/150000: episode: 303, duration: 0.545s, episode steps:  70, steps per second: 128, episode reward: -114.839, mean reward: -1.641 [-100.000, 17.102], mean action: 1.543 [0.000, 3.000],  loss: 13.083987, mse: 912.472601, mean_q: 16.346907, mean_eps: 0.824947
  29327/150000: episode: 304, duration: 0.894s, episode steps: 116, steps per second: 130, episode reward: -69.738, mean reward: -0.601 [-100.000, 13.860], mean action: 1.621 [0.000, 3.000],  loss: 12.608258, mse: 905.981355, mean_q: 16.749393, mean_eps: 0.824389
  29410/150000: episode: 305, duration: 0.673s, episode steps:  83, steps per second: 123, episode reward: -61.314, mean reward: -0.739 [-100.000, 11.268], mean action: 1.349 [0.000, 3.000],  loss: 20.644095, mse: 889.676093, mean_q: 16.645390, mean_eps: 0.823792
  29497/150000: episode: 306, duration: 0.661s, episode steps:  87, steps per second: 132, episode reward: -99.952, mean reward: -1.149 [-100.000,  7.400], mean action: 1.621 [0.000, 3.000],  loss: 11.834204, mse: 928.545769, mean_q: 16.500362, mean_eps: 0.823282
  29594/150000: episode: 307, duration: 0.707s, episode steps:  97, steps per second: 137, episode reward: -75.664, mean reward: -0.780 [-100.000, 10.276], mean action: 1.619 [0.000, 3.000],  loss: 7.769256, mse: 886.013082, mean_q: 16.656353, mean_eps: 0.822730
  29661/150000: episode: 308, duration: 0.515s, episode steps:  67, steps per second: 130, episode reward: -49.426, mean reward: -0.738 [-100.000, 15.780], mean action: 1.731 [0.000, 3.000],  loss: 17.100312, mse: 918.386941, mean_q: 16.933576, mean_eps: 0.822238
  29726/150000: episode: 309, duration: 0.540s, episode steps:  65, steps per second: 120, episode reward: -127.970, mean reward: -1.969 [-100.000,  6.147], mean action: 1.554 [0.000, 3.000],  loss: 13.896546, mse: 918.768593, mean_q: 17.016117, mean_eps: 0.821842
  29804/150000: episode: 310, duration: 0.565s, episode steps:  78, steps per second: 138, episode reward: -42.246, mean reward: -0.542 [-100.000, 20.850], mean action: 1.769 [0.000, 3.000],  loss: 15.715308, mse: 915.227537, mean_q: 16.655037, mean_eps: 0.821413
  29882/150000: episode: 311, duration: 0.561s, episode steps:  78, steps per second: 139, episode reward: -70.685, mean reward: -0.906 [-100.000, 16.365], mean action: 1.628 [0.000, 3.000],  loss: 16.522198, mse: 923.165661, mean_q: 16.646131, mean_eps: 0.820945
  29964/150000: episode: 312, duration: 0.616s, episode steps:  82, steps per second: 133, episode reward: -81.354, mean reward: -0.992 [-100.000,  6.541], mean action: 1.622 [0.000, 3.000],  loss: 20.862630, mse: 888.854054, mean_q: 16.820824, mean_eps: 0.820465
  30031/150000: episode: 313, duration: 0.501s, episode steps:  67, steps per second: 134, episode reward: -73.105, mean reward: -1.091 [-100.000,  6.993], mean action: 1.507 [0.000, 3.000],  loss: 14.746124, mse: 921.412178, mean_q: 16.500067, mean_eps: 0.820018
  30118/150000: episode: 314, duration: 0.635s, episode steps:  87, steps per second: 137, episode reward: -78.145, mean reward: -0.898 [-100.000,  9.064], mean action: 1.862 [0.000, 3.000],  loss: 16.142923, mse: 952.652462, mean_q: 17.745838, mean_eps: 0.819556
  30186/150000: episode: 315, duration: 0.483s, episode steps:  68, steps per second: 141, episode reward: -62.302, mean reward: -0.916 [-100.000,  7.692], mean action: 1.456 [0.000, 3.000],  loss: 12.302778, mse: 944.199615, mean_q: 17.941864, mean_eps: 0.819091
  30293/150000: episode: 316, duration: 0.804s, episode steps: 107, steps per second: 133, episode reward: -74.811, mean reward: -0.699 [-100.000,  7.560], mean action: 1.579 [0.000, 3.000],  loss: 10.880263, mse: 939.686693, mean_q: 18.005686, mean_eps: 0.818566
  30371/150000: episode: 317, duration: 0.569s, episode steps:  78, steps per second: 137, episode reward: -77.178, mean reward: -0.989 [-100.000, 11.062], mean action: 1.551 [0.000, 3.000],  loss: 12.602041, mse: 981.474975, mean_q: 18.881437, mean_eps: 0.818011
  30498/150000: episode: 318, duration: 0.951s, episode steps: 127, steps per second: 134, episode reward: -188.005, mean reward: -1.480 [-100.000,  3.671], mean action: 1.496 [0.000, 3.000],  loss: 10.346130, mse: 978.230395, mean_q: 18.249132, mean_eps: 0.817396
  30584/150000: episode: 319, duration: 0.636s, episode steps:  86, steps per second: 135, episode reward: -97.423, mean reward: -1.133 [-100.000, 10.183], mean action: 1.453 [0.000, 3.000],  loss: 13.073452, mse: 967.334040, mean_q: 18.379982, mean_eps: 0.816757
  30687/150000: episode: 320, duration: 0.741s, episode steps: 103, steps per second: 139, episode reward: -97.081, mean reward: -0.943 [-100.000,  7.678], mean action: 1.505 [0.000, 3.000],  loss: 18.107401, mse: 980.671359, mean_q: 17.462059, mean_eps: 0.816190
  30762/150000: episode: 321, duration: 0.520s, episode steps:  75, steps per second: 144, episode reward: -104.212, mean reward: -1.389 [-100.000,  9.209], mean action: 1.493 [0.000, 3.000],  loss: 16.999259, mse: 967.984412, mean_q: 18.749879, mean_eps: 0.815656
  30839/150000: episode: 322, duration: 0.582s, episode steps:  77, steps per second: 132, episode reward: -2.609, mean reward: -0.034 [-100.000, 63.721], mean action: 1.468 [0.000, 3.000],  loss: 14.343565, mse: 982.891322, mean_q: 17.521098, mean_eps: 0.815200
  30960/150000: episode: 323, duration: 0.979s, episode steps: 121, steps per second: 124, episode reward: -85.241, mean reward: -0.704 [-100.000,  8.417], mean action: 1.562 [0.000, 3.000],  loss: 15.806980, mse: 945.323660, mean_q: 18.434175, mean_eps: 0.814606
  31057/150000: episode: 324, duration: 0.844s, episode steps:  97, steps per second: 115, episode reward: -11.265, mean reward: -0.116 [-100.000, 17.466], mean action: 1.784 [0.000, 3.000],  loss: 24.070622, mse: 1002.846946, mean_q: 18.426676, mean_eps: 0.813952
  31154/150000: episode: 325, duration: 0.798s, episode steps:  97, steps per second: 122, episode reward: -102.317, mean reward: -1.055 [-100.000, 16.622], mean action: 1.495 [0.000, 3.000],  loss: 15.713335, mse: 1016.753775, mean_q: 18.520690, mean_eps: 0.813370
  31254/150000: episode: 326, duration: 0.833s, episode steps: 100, steps per second: 120, episode reward: 12.358, mean reward:  0.124 [-100.000, 76.076], mean action: 1.430 [0.000, 3.000],  loss: 13.195710, mse: 1017.806764, mean_q: 17.954260, mean_eps: 0.812779
  31352/150000: episode: 327, duration: 0.804s, episode steps:  98, steps per second: 122, episode reward: -85.709, mean reward: -0.875 [-100.000,  6.562], mean action: 1.714 [0.000, 3.000],  loss: 14.680756, mse: 1044.320662, mean_q: 18.577205, mean_eps: 0.812185
  31416/150000: episode: 328, duration: 0.485s, episode steps:  64, steps per second: 132, episode reward: -81.658, mean reward: -1.276 [-100.000,  6.287], mean action: 1.641 [0.000, 3.000],  loss: 8.793927, mse: 1041.476888, mean_q: 19.116473, mean_eps: 0.811699
  31558/150000: episode: 329, duration: 1.078s, episode steps: 142, steps per second: 132, episode reward: -34.396, mean reward: -0.242 [-100.000, 57.264], mean action: 1.380 [0.000, 3.000],  loss: 16.184796, mse: 1055.820846, mean_q: 18.630550, mean_eps: 0.811081
  31641/150000: episode: 330, duration: 0.637s, episode steps:  83, steps per second: 130, episode reward: -230.075, mean reward: -2.772 [-100.000,  5.101], mean action: 1.699 [0.000, 3.000],  loss: 16.849369, mse: 1021.432715, mean_q: 19.095597, mean_eps: 0.810406
  31773/150000: episode: 331, duration: 0.965s, episode steps: 132, steps per second: 137, episode reward: -53.980, mean reward: -0.409 [-100.000, 13.309], mean action: 1.614 [0.000, 3.000],  loss: 12.761849, mse: 1050.705360, mean_q: 18.220436, mean_eps: 0.809761
  31836/150000: episode: 332, duration: 0.456s, episode steps:  63, steps per second: 138, episode reward: -78.037, mean reward: -1.239 [-100.000,  9.275], mean action: 1.635 [0.000, 3.000],  loss: 19.097534, mse: 982.717478, mean_q: 19.319768, mean_eps: 0.809176
  31901/150000: episode: 333, duration: 0.473s, episode steps:  65, steps per second: 137, episode reward: -60.891, mean reward: -0.937 [-100.000,  7.280], mean action: 1.431 [0.000, 3.000],  loss: 19.578936, mse: 1013.278629, mean_q: 18.567370, mean_eps: 0.808792
  32010/150000: episode: 334, duration: 0.811s, episode steps: 109, steps per second: 134, episode reward: -127.661, mean reward: -1.171 [-100.000,  9.797], mean action: 1.514 [0.000, 3.000],  loss: 13.410262, mse: 1078.044311, mean_q: 17.974947, mean_eps: 0.808270
  32148/150000: episode: 335, duration: 0.994s, episode steps: 138, steps per second: 139, episode reward: -91.742, mean reward: -0.665 [-100.000, 10.709], mean action: 1.616 [0.000, 3.000],  loss: 11.432056, mse: 1112.131092, mean_q: 19.806219, mean_eps: 0.807529
  32283/150000: episode: 336, duration: 1.014s, episode steps: 135, steps per second: 133, episode reward: -97.115, mean reward: -0.719 [-100.000, 31.979], mean action: 1.519 [0.000, 3.000],  loss: 12.367984, mse: 1064.081672, mean_q: 19.672932, mean_eps: 0.806710
  32362/150000: episode: 337, duration: 0.569s, episode steps:  79, steps per second: 139, episode reward:  2.333, mean reward:  0.030 [-100.000, 89.929], mean action: 1.620 [0.000, 3.000],  loss: 14.715728, mse: 1063.728958, mean_q: 19.693797, mean_eps: 0.806068
  32424/150000: episode: 338, duration: 0.455s, episode steps:  62, steps per second: 136, episode reward: -15.374, mean reward: -0.248 [-100.000, 17.553], mean action: 1.565 [0.000, 3.000],  loss: 11.995793, mse: 1127.803625, mean_q: 20.308209, mean_eps: 0.805645
  32542/150000: episode: 339, duration: 0.899s, episode steps: 118, steps per second: 131, episode reward: -65.988, mean reward: -0.559 [-100.000, 13.219], mean action: 1.492 [0.000, 3.000],  loss: 16.220324, mse: 1051.093869, mean_q: 20.398613, mean_eps: 0.805105
  32647/150000: episode: 340, duration: 0.759s, episode steps: 105, steps per second: 138, episode reward: -225.030, mean reward: -2.143 [-100.000,  0.715], mean action: 1.562 [0.000, 3.000],  loss: 14.801528, mse: 1117.762665, mean_q: 20.503490, mean_eps: 0.804436
  32755/150000: episode: 341, duration: 0.759s, episode steps: 108, steps per second: 142, episode reward: -106.584, mean reward: -0.987 [-100.000, 11.568], mean action: 1.667 [0.000, 3.000],  loss: 19.890109, mse: 1071.794268, mean_q: 19.615837, mean_eps: 0.803797
  32852/150000: episode: 342, duration: 0.735s, episode steps:  97, steps per second: 132, episode reward: -102.675, mean reward: -1.059 [-100.000, 13.328], mean action: 1.464 [0.000, 3.000],  loss: 17.309011, mse: 1059.630531, mean_q: 19.249903, mean_eps: 0.803182
  32957/150000: episode: 343, duration: 0.766s, episode steps: 105, steps per second: 137, episode reward: -111.261, mean reward: -1.060 [-100.000, 20.703], mean action: 1.581 [0.000, 3.000],  loss: 9.454653, mse: 1106.154971, mean_q: 20.366404, mean_eps: 0.802576
  33085/150000: episode: 344, duration: 0.941s, episode steps: 128, steps per second: 136, episode reward:  2.201, mean reward:  0.017 [-100.000, 73.579], mean action: 1.484 [0.000, 3.000],  loss: 15.725658, mse: 1166.327693, mean_q: 20.746245, mean_eps: 0.801877
  33196/150000: episode: 345, duration: 0.823s, episode steps: 111, steps per second: 135, episode reward: -212.659, mean reward: -1.916 [-100.000,  1.093], mean action: 1.622 [0.000, 3.000],  loss: 13.852260, mse: 1183.875170, mean_q: 20.999676, mean_eps: 0.801160
  33299/150000: episode: 346, duration: 0.730s, episode steps: 103, steps per second: 141, episode reward: -128.449, mean reward: -1.247 [-100.000,  4.814], mean action: 1.777 [0.000, 3.000],  loss: 12.792091, mse: 1214.043522, mean_q: 21.761858, mean_eps: 0.800518
  33414/150000: episode: 347, duration: 0.867s, episode steps: 115, steps per second: 133, episode reward: -145.670, mean reward: -1.267 [-100.000,  6.349], mean action: 1.765 [0.000, 3.000],  loss: 18.744489, mse: 1214.340422, mean_q: 21.070800, mean_eps: 0.799864
  33485/150000: episode: 348, duration: 0.510s, episode steps:  71, steps per second: 139, episode reward: -69.597, mean reward: -0.980 [-100.000, 57.439], mean action: 1.366 [0.000, 3.000],  loss: 17.008671, mse: 1179.618631, mean_q: 20.453459, mean_eps: 0.799306
  33573/150000: episode: 349, duration: 0.630s, episode steps:  88, steps per second: 140, episode reward: -53.418, mean reward: -0.607 [-100.000,  7.363], mean action: 1.545 [0.000, 3.000],  loss: 18.730967, mse: 1228.257176, mean_q: 21.373930, mean_eps: 0.798829
  33667/150000: episode: 350, duration: 0.686s, episode steps:  94, steps per second: 137, episode reward: -78.351, mean reward: -0.834 [-100.000,  7.157], mean action: 1.426 [0.000, 3.000],  loss: 14.163659, mse: 1195.672878, mean_q: 21.419451, mean_eps: 0.798283
  33746/150000: episode: 351, duration: 0.596s, episode steps:  79, steps per second: 133, episode reward: -91.733, mean reward: -1.161 [-100.000,  8.273], mean action: 1.671 [0.000, 3.000],  loss: 14.892305, mse: 1189.193249, mean_q: 21.479049, mean_eps: 0.797764
  33830/150000: episode: 352, duration: 0.614s, episode steps:  84, steps per second: 137, episode reward: -79.473, mean reward: -0.946 [-100.000, 13.544], mean action: 1.536 [0.000, 3.000],  loss: 22.433875, mse: 1231.009107, mean_q: 20.697610, mean_eps: 0.797275
  33930/150000: episode: 353, duration: 0.753s, episode steps: 100, steps per second: 133, episode reward: -126.462, mean reward: -1.265 [-100.000,  7.091], mean action: 1.730 [0.000, 3.000],  loss: 13.824587, mse: 1211.765131, mean_q: 20.810273, mean_eps: 0.796723
  34015/150000: episode: 354, duration: 0.663s, episode steps:  85, steps per second: 128, episode reward: -45.390, mean reward: -0.534 [-100.000, 18.340], mean action: 1.894 [0.000, 3.000],  loss: 16.520551, mse: 1177.214216, mean_q: 21.720666, mean_eps: 0.796168
