Training for 150000 steps ...
     92/150000: episode: 1, duration: 0.205s, episode steps:  92, steps per second: 448, episode reward: -88.329, mean reward: -0.960 [-100.000, 12.252], mean action: 1.391 [0.000, 3.000],  loss: --, mse: --, mean_q: --, mean_eps: --
  28308/150000: episode: 296, duration: 0.943s, episode steps: 110, steps per second: 117, episode reward: -106.373, mean reward: -0.967 [-100.000, 17.716], mean action: 1.645 [0.000, 3.000],  loss: 12.908914, mse: 1038.579908, mean_q: 13.026697, mean_eps: 0.830485
  28426/150000: episode: 297, duration: 0.940s, episode steps: 118, steps per second: 125, episode reward: -45.656, mean reward: -0.387 [-100.000, 102.603], mean action: 1.534 [0.000, 3.000],  loss: 12.840524, mse: 1009.491649, mean_q: 12.732623, mean_eps: 0.829801
  28530/150000: episode: 298, duration: 0.724s, episode steps: 104, steps per second: 144, episode reward: -204.334, mean reward: -1.965 [-100.000,  5.197], mean action: 1.433 [0.000, 3.000],  loss: 17.307886, mse: 1049.413422, mean_q: 12.753363, mean_eps: 0.829135
  28624/150000: episode: 299, duration: 0.707s, episode steps:  94, steps per second: 133, episode reward: -152.824, mean reward: -1.626 [-100.000,  9.339], mean action: 1.766 [0.000, 3.000],  loss: 12.522201, mse: 1012.128855, mean_q: 13.242876, mean_eps: 0.828541
  28694/150000: episode: 300, duration: 0.475s, episode steps:  70, steps per second: 147, episode reward: -143.275, mean reward: -2.047 [-100.000, 10.603], mean action: 1.471 [0.000, 3.000],  loss: 16.066289, mse: 1010.755257, mean_q: 14.568888, mean_eps: 0.828049
  28778/150000: episode: 301, duration: 0.573s, episode steps:  84, steps per second: 147, episode reward: -86.188, mean reward: -1.026 [-100.000,  7.912], mean action: 1.595 [0.000, 3.000],  loss: 12.195281, mse: 1037.425345, mean_q: 12.905634, mean_eps: 0.827587
  28929/150000: episode: 302, duration: 1.079s, episode steps: 151, steps per second: 140, episode reward: -119.005, mean reward: -0.788 [-100.000,  7.490], mean action: 1.510 [0.000, 3.000],  loss: 12.833870, mse: 1025.890976, mean_q: 12.670011, mean_eps: 0.826882
  29010/150000: episode: 303, duration: 0.568s, episode steps:  81, steps per second: 142, episode reward: -83.994, mean reward: -1.037 [-100.000, 10.853], mean action: 1.519 [0.000, 3.000],  loss: 11.662058, mse: 1018.801863, mean_q: 12.984132, mean_eps: 0.826186
  29076/150000: episode: 304, duration: 0.455s, episode steps:  66, steps per second: 145, episode reward: -69.534, mean reward: -1.054 [-100.000, 11.424], mean action: 1.742 [0.000, 3.000],  loss: 13.938291, mse: 1021.948382, mean_q: 11.319971, mean_eps: 0.825745
  29146/150000: episode: 305, duration: 0.463s, episode steps:  70, steps per second: 151, episode reward: -96.627, mean reward: -1.380 [-100.000, 12.932], mean action: 1.600 [0.000, 3.000],  loss: 11.133345, mse: 1006.881312, mean_q: 13.066760, mean_eps: 0.825337
  29239/150000: episode: 306, duration: 0.694s, episode steps:  93, steps per second: 134, episode reward: -64.041, mean reward: -0.689 [-100.000, 10.773], mean action: 1.516 [0.000, 3.000],  loss: 11.732628, mse: 1030.935775, mean_q: 12.258925, mean_eps: 0.824848
  29313/150000: episode: 307, duration: 0.513s, episode steps:  74, steps per second: 144, episode reward: -184.217, mean reward: -2.489 [-100.000,  6.966], mean action: 1.527 [0.000, 3.000],  loss: 10.600968, mse: 992.937674, mean_q: 12.888644, mean_eps: 0.824347
  29391/150000: episode: 308, duration: 0.538s, episode steps:  78, steps per second: 145, episode reward: -110.686, mean reward: -1.419 [-100.000,  7.887], mean action: 1.333 [0.000, 3.000],  loss: 8.289027, mse: 1006.775625, mean_q: 14.033572, mean_eps: 0.823891
  29469/150000: episode: 309, duration: 0.569s, episode steps:  78, steps per second: 137, episode reward: -85.118, mean reward: -1.091 [-100.000,  6.835], mean action: 1.462 [0.000, 3.000],  loss: 11.485363, mse: 1016.238932, mean_q: 13.377000, mean_eps: 0.823423
  29611/150000: episode: 310, duration: 1.051s, episode steps: 142, steps per second: 135, episode reward: -72.538, mean reward: -0.511 [-100.000,  6.880], mean action: 1.570 [0.000, 3.000],  loss: 9.386780, mse: 1034.675691, mean_q: 13.577321, mean_eps: 0.822763
  29715/150000: episode: 311, duration: 0.766s, episode steps: 104, steps per second: 136, episode reward: -85.811, mean reward: -0.825 [-100.000, 12.931], mean action: 1.615 [0.000, 3.000],  loss: 13.513045, mse: 1015.006054, mean_q: 13.147726, mean_eps: 0.822025
  29783/150000: episode: 312, duration: 0.525s, episode steps:  68, steps per second: 130, episode reward: -55.886, mean reward: -0.822 [-100.000,  6.724], mean action: 1.412 [0.000, 3.000],  loss: 9.976727, mse: 1081.599337, mean_q: 13.105707, mean_eps: 0.821509
  29871/150000: episode: 313, duration: 0.640s, episode steps:  88, steps per second: 138, episode reward: -46.681, mean reward: -0.530 [-100.000, 17.960], mean action: 1.523 [0.000, 3.000],  loss: 14.298631, mse: 1063.600400, mean_q: 13.579058, mean_eps: 0.821041
  29959/150000: episode: 314, duration: 0.599s, episode steps:  88, steps per second: 147, episode reward: -69.894, mean reward: -0.794 [-100.000, 12.364], mean action: 1.409 [0.000, 3.000],  loss: 14.442030, mse: 1055.291265, mean_q: 13.433596, mean_eps: 0.820513
  30046/150000: episode: 315, duration: 0.600s, episode steps:  87, steps per second: 145, episode reward: -138.647, mean reward: -1.594 [-100.000, 33.181], mean action: 1.563 [0.000, 3.000],  loss: 15.274623, mse: 1049.379484, mean_q: 13.491000, mean_eps: 0.819988
  30159/150000: episode: 316, duration: 0.908s, episode steps: 113, steps per second: 124, episode reward: -126.324, mean reward: -1.118 [-100.000, 16.703], mean action: 1.575 [0.000, 3.000],  loss: 11.080640, mse: 1108.193091, mean_q: 13.301013, mean_eps: 0.819388
  30227/150000: episode: 317, duration: 0.475s, episode steps:  68, steps per second: 143, episode reward: -73.093, mean reward: -1.075 [-100.000,  6.032], mean action: 1.647 [0.000, 3.000],  loss: 7.854757, mse: 1060.592008, mean_q: 13.290698, mean_eps: 0.818845
  30335/150000: episode: 318, duration: 0.743s, episode steps: 108, steps per second: 145, episode reward: -112.617, mean reward: -1.043 [-100.000,  6.689], mean action: 1.704 [0.000, 3.000],  loss: 11.121629, mse: 1079.143612, mean_q: 13.624989, mean_eps: 0.818317
  30432/150000: episode: 319, duration: 0.714s, episode steps:  97, steps per second: 136, episode reward: -38.855, mean reward: -0.401 [-100.000, 16.591], mean action: 1.629 [0.000, 3.000],  loss: 14.854664, mse: 1105.400565, mean_q: 13.417135, mean_eps: 0.817702
  30532/150000: episode: 320, duration: 0.701s, episode steps: 100, steps per second: 143, episode reward: -60.290, mean reward: -0.603 [-100.000,  8.584], mean action: 1.570 [0.000, 3.000],  loss: 13.151052, mse: 1085.985312, mean_q: 13.505268, mean_eps: 0.817111
  30677/150000: episode: 321, duration: 1.046s, episode steps: 145, steps per second: 139, episode reward: 11.031, mean reward:  0.076 [-100.000, 58.170], mean action: 1.448 [0.000, 3.000],  loss: 14.138031, mse: 1091.802159, mean_q: 13.819529, mean_eps: 0.816376
  30796/150000: episode: 322, duration: 0.847s, episode steps: 119, steps per second: 141, episode reward: -40.658, mean reward: -0.342 [-100.000, 16.261], mean action: 1.563 [0.000, 3.000],  loss: 11.761114, mse: 1112.986778, mean_q: 13.689924, mean_eps: 0.815584
  30870/150000: episode: 323, duration: 0.523s, episode steps:  74, steps per second: 141, episode reward: -84.242, mean reward: -1.138 [-100.000, 12.982], mean action: 1.527 [0.000, 3.000],  loss: 13.787422, mse: 1059.240303, mean_q: 15.031415, mean_eps: 0.815005
  30942/150000: episode: 324, duration: 0.499s, episode steps:  72, steps per second: 144, episode reward: -75.919, mean reward: -1.054 [-100.000,  7.617], mean action: 1.375 [0.000, 3.000],  loss: 13.781313, mse: 1141.774929, mean_q: 14.230904, mean_eps: 0.814567
  31042/150000: episode: 325, duration: 0.780s, episode steps: 100, steps per second: 128, episode reward: -218.204, mean reward: -2.182 [-100.000,  1.002], mean action: 1.710 [0.000, 3.000],  loss: 15.966389, mse: 1123.737500, mean_q: 14.199540, mean_eps: 0.814051
  31169/150000: episode: 326, duration: 0.897s, episode steps: 127, steps per second: 142, episode reward: -45.960, mean reward: -0.362 [-100.000, 16.883], mean action: 1.638 [0.000, 3.000],  loss: 15.949072, mse: 1138.109813, mean_q: 14.579328, mean_eps: 0.813370
  31229/150000: episode: 327, duration: 0.418s, episode steps:  60, steps per second: 143, episode reward: -121.192, mean reward: -2.020 [-100.000, 39.433], mean action: 1.467 [0.000, 3.000],  loss: 9.223235, mse: 1098.300214, mean_q: 16.222303, mean_eps: 0.812809
  31307/150000: episode: 328, duration: 0.578s, episode steps:  78, steps per second: 135, episode reward: -66.343, mean reward: -0.851 [-100.000, 11.199], mean action: 1.436 [0.000, 3.000],  loss: 11.578433, mse: 1134.642365, mean_q: 14.882639, mean_eps: 0.812395
  31411/150000: episode: 329, duration: 0.721s, episode steps: 104, steps per second: 144, episode reward: -34.302, mean reward: -0.330 [-100.000, 11.418], mean action: 1.577 [0.000, 3.000],  loss: 9.831333, mse: 1136.546451, mean_q: 15.151495, mean_eps: 0.811849
  31531/150000: episode: 330, duration: 0.853s, episode steps: 120, steps per second: 141, episode reward: -153.886, mean reward: -1.282 [-100.000, 18.042], mean action: 1.625 [0.000, 3.000],  loss: 15.161997, mse: 1147.594670, mean_q: 14.548168, mean_eps: 0.811177
  31606/150000: episode: 331, duration: 0.560s, episode steps:  75, steps per second: 134, episode reward: -86.306, mean reward: -1.151 [-100.000, 13.831], mean action: 1.600 [0.000, 3.000],  loss: 9.328591, mse: 1103.189161, mean_q: 15.103998, mean_eps: 0.810592
  31688/150000: episode: 332, duration: 0.585s, episode steps:  82, steps per second: 140, episode reward: -131.137, mean reward: -1.599 [-100.000,  7.737], mean action: 1.329 [0.000, 3.000],  loss: 13.467070, mse: 1097.275630, mean_q: 14.836302, mean_eps: 0.810121
  31750/150000: episode: 333, duration: 0.434s, episode steps:  62, steps per second: 143, episode reward: -80.181, mean reward: -1.293 [-100.000, 10.265], mean action: 1.629 [0.000, 3.000],  loss: 13.414524, mse: 1129.472319, mean_q: 14.844247, mean_eps: 0.809689
  31812/150000: episode: 334, duration: 0.452s, episode steps:  62, steps per second: 137, episode reward: -63.028, mean reward: -1.017 [-100.000,  8.509], mean action: 1.323 [0.000, 3.000],  loss: 14.474605, mse: 1143.029889, mean_q: 14.325370, mean_eps: 0.809317
  31898/150000: episode: 335, duration: 0.629s, episode steps:  86, steps per second: 137, episode reward: -63.967, mean reward: -0.744 [-100.000, 11.831], mean action: 1.628 [0.000, 3.000],  loss: 12.328524, mse: 1134.281845, mean_q: 14.928871, mean_eps: 0.808873
  31981/150000: episode: 336, duration: 0.598s, episode steps:  83, steps per second: 139, episode reward: -142.828, mean reward: -1.721 [-100.000,  7.256], mean action: 1.506 [0.000, 3.000],  loss: 12.275391, mse: 1115.402164, mean_q: 15.495899, mean_eps: 0.808366
  32058/150000: episode: 337, duration: 0.521s, episode steps:  77, steps per second: 148, episode reward: -73.809, mean reward: -0.959 [-100.000, 15.876], mean action: 1.701 [0.000, 3.000],  loss: 14.305152, mse: 1142.840675, mean_q: 15.199100, mean_eps: 0.807886
  32157/150000: episode: 338, duration: 0.699s, episode steps:  99, steps per second: 142, episode reward: -153.456, mean reward: -1.550 [-100.000, 10.947], mean action: 1.576 [0.000, 3.000],  loss: 12.567379, mse: 1194.480691, mean_q: 15.432708, mean_eps: 0.807358
  32285/150000: episode: 339, duration: 0.949s, episode steps: 128, steps per second: 135, episode reward: -181.962, mean reward: -1.422 [-100.000, 15.170], mean action: 1.484 [0.000, 3.000],  loss: 10.908617, mse: 1181.343325, mean_q: 14.565629, mean_eps: 0.806677
  32370/150000: episode: 340, duration: 0.588s, episode steps:  85, steps per second: 145, episode reward: -99.685, mean reward: -1.173 [-100.000,  7.021], mean action: 1.353 [0.000, 3.000],  loss: 10.419142, mse: 1157.096894, mean_q: 15.808186, mean_eps: 0.806038
  32426/150000: episode: 341, duration: 0.393s, episode steps:  56, steps per second: 142, episode reward: -82.968, mean reward: -1.482 [-100.000, 26.424], mean action: 1.518 [0.000, 3.000],  loss: 10.632491, mse: 1201.368338, mean_q: 15.972673, mean_eps: 0.805615
  32516/150000: episode: 342, duration: 0.685s, episode steps:  90, steps per second: 131, episode reward: -128.986, mean reward: -1.433 [-100.000,  6.775], mean action: 1.411 [0.000, 3.000],  loss: 13.279177, mse: 1199.374901, mean_q: 15.176643, mean_eps: 0.805177
  32582/150000: episode: 343, duration: 0.478s, episode steps:  66, steps per second: 138, episode reward: -76.454, mean reward: -1.158 [-100.000,  6.056], mean action: 1.621 [0.000, 3.000],  loss: 13.896635, mse: 1186.161235, mean_q: 16.074317, mean_eps: 0.804709
  32701/150000: episode: 344, duration: 0.825s, episode steps: 119, steps per second: 144, episode reward: -312.040, mean reward: -2.622 [-100.000, 125.073], mean action: 1.529 [0.000, 3.000],  loss: 13.774145, mse: 1162.764931, mean_q: 15.618441, mean_eps: 0.804154
  32775/150000: episode: 345, duration: 0.528s, episode steps:  74, steps per second: 140, episode reward: -107.006, mean reward: -1.446 [-100.000,  6.007], mean action: 1.432 [0.000, 3.000],  loss: 20.147608, mse: 1226.007561, mean_q: 15.479170, mean_eps: 0.803575
  32870/150000: episode: 346, duration: 0.698s, episode steps:  95, steps per second: 136, episode reward: -120.312, mean reward: -1.266 [-100.000,  5.165], mean action: 1.726 [0.000, 3.000],  loss: 12.068128, mse: 1184.620793, mean_q: 15.837285, mean_eps: 0.803068
  32997/150000: episode: 347, duration: 0.885s, episode steps: 127, steps per second: 144, episode reward: -23.558, mean reward: -0.185 [-100.000, 93.834], mean action: 1.559 [0.000, 3.000],  loss: 15.122909, mse: 1229.588216, mean_q: 15.053901, mean_eps: 0.802402
  33077/150000: episode: 348, duration: 0.578s, episode steps:  80, steps per second: 138, episode reward: -42.612, mean reward: -0.533 [-100.000, 19.691], mean action: 1.688 [0.000, 3.000],  loss: 14.134427, mse: 1165.154979, mean_q: 16.273608, mean_eps: 0.801781
  33187/150000: episode: 349, duration: 0.811s, episode steps: 110, steps per second: 136, episode reward: -159.623, mean reward: -1.451 [-100.000,  9.324], mean action: 1.509 [0.000, 3.000],  loss: 12.276940, mse: 1191.484149, mean_q: 17.060737, mean_eps: 0.801211
  33278/150000: episode: 350, duration: 0.622s, episode steps:  91, steps per second: 146, episode reward: -103.551, mean reward: -1.138 [-100.000,  7.023], mean action: 1.571 [0.000, 3.000],  loss: 13.003333, mse: 1203.118690, mean_q: 16.991600, mean_eps: 0.800608
  33364/150000: episode: 351, duration: 0.588s, episode steps:  86, steps per second: 146, episode reward: -97.469, mean reward: -1.133 [-100.000, 18.166], mean action: 1.395 [0.000, 3.000],  loss: 10.390776, mse: 1188.587939, mean_q: 17.714754, mean_eps: 0.800077
  33449/150000: episode: 352, duration: 0.641s, episode steps:  85, steps per second: 133, episode reward: -99.462, mean reward: -1.170 [-100.000,  6.968], mean action: 1.565 [0.000, 3.000],  loss: 12.418804, mse: 1194.444348, mean_q: 17.615985, mean_eps: 0.799564
  33542/150000: episode: 353, duration: 0.661s, episode steps:  93, steps per second: 141, episode reward: -67.835, mean reward: -0.729 [-100.000, 15.327], mean action: 1.570 [0.000, 3.000],  loss: 12.756982, mse: 1165.120643, mean_q: 16.949894, mean_eps: 0.799030
  33668/150000: episode: 354, duration: 0.892s, episode steps: 126, steps per second: 141, episode reward: -49.621, mean reward: -0.394 [-100.000, 11.002], mean action: 1.754 [0.000, 3.000],  loss: 12.528284, mse: 1177.299737, mean_q: 17.316014, mean_eps: 0.798373
  33778/150000: episode: 355, duration: 0.829s, episode steps: 110, steps per second: 133, episode reward: -87.222, mean reward: -0.793 [-100.000, 13.482], mean action: 1.345 [0.000, 3.000],  loss: 10.103046, mse: 1219.283124, mean_q: 17.234570, mean_eps: 0.797665
  33855/150000: episode: 356, duration: 0.549s, episode steps:  77, steps per second: 140, episode reward: -61.180, mean reward: -0.795 [-100.000, 22.682], mean action: 1.597 [0.000, 3.000],  loss: 8.373739, mse: 1166.150501, mean_q: 17.570804, mean_eps: 0.797104
  33975/150000: episode: 357, duration: 0.870s, episode steps: 120, steps per second: 138, episode reward: -41.200, mean reward: -0.343 [-100.000, 17.211], mean action: 1.508 [0.000, 3.000],  loss: 11.497339, mse: 1212.385587, mean_q: 17.153029, mean_eps: 0.796513
  34075/150000: episode: 358, duration: 0.771s, episode steps: 100, steps per second: 130, episode reward: -48.477, mean reward: -0.485 [-100.000, 13.350], mean action: 1.570 [0.000, 3.000],  loss: 11.474683, mse: 1269.728144, mean_q: 18.253947, mean_eps: 0.795853
  34212/150000: episode: 359, duration: 0.976s, episode steps: 137, steps per second: 140, episode reward: -262.823, mean reward: -1.918 [-100.000, 122.627], mean action: 1.562 [0.000, 3.000],  loss: 13.174951, mse: 1246.644305, mean_q: 17.667985, mean_eps: 0.795142
  34334/150000: episode: 360, duration: 0.913s, episode steps: 122, steps per second: 134, episode reward: -82.559, mean reward: -0.677 [-100.000, 10.739], mean action: 1.475 [0.000, 3.000],  loss: 17.054077, mse: 1272.623653, mean_q: 18.541509, mean_eps: 0.794365
  34409/150000: episode: 361, duration: 0.541s, episode steps:  75, steps per second: 139, episode reward: -155.069, mean reward: -2.068 [-100.000, 23.572], mean action: 1.480 [0.000, 3.000],  loss: 19.351262, mse: 1239.096592, mean_q: 18.026350, mean_eps: 0.793774
  34532/150000: episode: 362, duration: 0.848s, episode steps: 123, steps per second: 145, episode reward: -108.353, mean reward: -0.881 [-100.000, 11.418], mean action: 1.610 [0.000, 3.000],  loss: 16.739414, mse: 1245.796777, mean_q: 17.068045, mean_eps: 0.793180
  34600/150000: episode: 363, duration: 0.506s, episode steps:  68, steps per second: 134, episode reward: -50.688, mean reward: -0.745 [-100.000,  7.265], mean action: 1.574 [0.000, 3.000],  loss: 16.453669, mse: 1199.636652, mean_q: 18.819778, mean_eps: 0.792607
  34733/150000: episode: 364, duration: 0.961s, episode steps: 133, steps per second: 138, episode reward: -128.521, mean reward: -0.966 [-100.000, 52.882], mean action: 1.511 [0.000, 3.000],  loss: 13.203191, mse: 1231.637537, mean_q: 18.093818, mean_eps: 0.792004
  34812/150000: episode: 365, duration: 0.561s, episode steps:  79, steps per second: 141, episode reward: -83.749, mean reward: -1.060 [-100.000, 13.425], mean action: 1.646 [0.000, 3.000],  loss: 15.551377, mse: 1248.798824, mean_q: 17.855863, mean_eps: 0.791368
  34920/150000: episode: 366, duration: 0.897s, episode steps: 108, steps per second: 120, episode reward: -129.265, mean reward: -1.197 [-100.000,  6.616], mean action: 1.500 [0.000, 3.000],  loss: 14.981632, mse: 1246.219715, mean_q: 18.352204, mean_eps: 0.790807
  35035/150000: episode: 367, duration: 0.929s, episode steps: 115, steps per second: 124, episode reward: -49.098, mean reward: -0.427 [-100.000,  7.292], mean action: 1.487 [0.000, 3.000],  loss: 12.255627, mse: 1258.660485, mean_q: 18.657886, mean_eps: 0.790138
  35113/150000: episode: 368, duration: 0.618s, episode steps:  78, steps per second: 126, episode reward: -66.128, mean reward: -0.848 [-100.000, 10.733], mean action: 1.513 [0.000, 3.000],  loss: 15.242233, mse: 1286.256463, mean_q: 18.305067, mean_eps: 0.789559
  35219/150000: episode: 369, duration: 0.865s, episode steps: 106, steps per second: 122, episode reward: -86.151, mean reward: -0.813 [-100.000, 11.303], mean action: 1.566 [0.000, 3.000],  loss: 20.374503, mse: 1325.189735, mean_q: 17.874472, mean_eps: 0.789007
  35316/150000: episode: 370, duration: 0.748s, episode steps:  97, steps per second: 130, episode reward: -132.801, mean reward: -1.369 [-100.000, 10.627], mean action: 1.402 [0.000, 3.000],  loss: 17.163499, mse: 1333.817172, mean_q: 18.629697, mean_eps: 0.788398
  35402/150000: episode: 371, duration: 0.648s, episode steps:  86, steps per second: 133, episode reward: -89.933, mean reward: -1.046 [-100.000,  9.630], mean action: 1.488 [0.000, 3.000],  loss: 17.925464, mse: 1310.319534, mean_q: 18.234920, mean_eps: 0.787849
  35504/150000: episode: 372, duration: 0.766s, episode steps: 102, steps per second: 133, episode reward: -117.181, mean reward: -1.149 [-100.000, 11.436], mean action: 1.324 [0.000, 3.000],  loss: 14.277954, mse: 1293.497031, mean_q: 18.240387, mean_eps: 0.787285
  35639/150000: episode: 373, duration: 1.039s, episode steps: 135, steps per second: 130, episode reward: -61.111, mean reward: -0.453 [-100.000,  5.682], mean action: 1.444 [0.000, 3.000],  loss: 16.234917, mse: 1260.072975, mean_q: 17.868306, mean_eps: 0.786574
  35705/150000: episode: 374, duration: 0.480s, episode steps:  66, steps per second: 137, episode reward: -66.747, mean reward: -1.011 [-100.000,  6.359], mean action: 1.667 [0.000, 3.000],  loss: 15.159487, mse: 1322.349824, mean_q: 17.753488, mean_eps: 0.785971
  35789/150000: episode: 375, duration: 0.615s, episode steps:  84, steps per second: 137, episode reward: -46.942, mean reward: -0.559 [-100.000, 15.757], mean action: 1.571 [0.000, 3.000],  loss: 13.645996, mse: 1334.562513, mean_q: 17.383587, mean_eps: 0.785521
  35922/150000: episode: 376, duration: 0.935s, episode steps: 133, steps per second: 142, episode reward: -104.432, mean reward: -0.785 [-100.000,  6.524], mean action: 1.647 [0.000, 3.000],  loss: 16.471029, mse: 1358.868010, mean_q: 18.397353, mean_eps: 0.784870
  36023/150000: episode: 377, duration: 0.730s, episode steps: 101, steps per second: 138, episode reward: -68.215, mean reward: -0.675 [-100.000,  8.450], mean action: 1.396 [0.000, 3.000],  loss: 13.726741, mse: 1326.191463, mean_q: 18.845354, mean_eps: 0.784168
  36129/150000: episode: 378, duration: 0.762s, episode steps: 106, steps per second: 139, episode reward: -30.846, mean reward: -0.291 [-100.000, 16.404], mean action: 1.689 [0.000, 3.000],  loss: 16.373200, mse: 1331.962400, mean_q: 19.495473, mean_eps: 0.783547
  36201/150000: episode: 379, duration: 0.519s, episode steps:  72, steps per second: 139, episode reward: -76.569, mean reward: -1.063 [-100.000,  8.195], mean action: 1.514 [0.000, 3.000],  loss: 10.315565, mse: 1333.226720, mean_q: 18.996035, mean_eps: 0.783013
  36296/150000: episode: 380, duration: 0.670s, episode steps:  95, steps per second: 142, episode reward: -97.713, mean reward: -1.029 [-100.000,  8.041], mean action: 1.389 [0.000, 3.000],  loss: 12.287117, mse: 1343.888944, mean_q: 19.509347, mean_eps: 0.782512
  36408/150000: episode: 381, duration: 0.836s, episode steps: 112, steps per second: 134, episode reward: -91.974, mean reward: -0.821 [-100.000,  6.449], mean action: 1.625 [0.000, 3.000],  loss: 10.888061, mse: 1306.912021, mean_q: 18.689149, mean_eps: 0.781891
  36538/150000: episode: 382, duration: 0.901s, episode steps: 130, steps per second: 144, episode reward: -74.113, mean reward: -0.570 [-100.000, 23.653], mean action: 1.600 [0.000, 3.000],  loss: 13.488506, mse: 1324.722829, mean_q: 18.358659, mean_eps: 0.781165
  36645/150000: episode: 383, duration: 0.847s, episode steps: 107, steps per second: 126, episode reward: -96.224, mean reward: -0.899 [-100.000, 11.987], mean action: 1.617 [0.000, 3.000],  loss: 13.277541, mse: 1330.876011, mean_q: 19.791961, mean_eps: 0.780454
  36756/150000: episode: 384, duration: 0.787s, episode steps: 111, steps per second: 141, episode reward: -103.594, mean reward: -0.933 [-100.000,  9.375], mean action: 1.459 [0.000, 3.000],  loss: 12.262687, mse: 1324.173563, mean_q: 18.946284, mean_eps: 0.779800
  36828/150000: episode: 385, duration: 0.563s, episode steps:  72, steps per second: 128, episode reward: -29.141, mean reward: -0.405 [-100.000, 11.712], mean action: 1.583 [0.000, 3.000],  loss: 11.512372, mse: 1371.291512, mean_q: 19.210699, mean_eps: 0.779251
  36936/150000: episode: 386, duration: 1.021s, episode steps: 108, steps per second: 106, episode reward: -98.043, mean reward: -0.908 [-100.000, 18.756], mean action: 1.472 [0.000, 3.000],  loss: 12.453634, mse: 1332.583548, mean_q: 19.816254, mean_eps: 0.778711
  37044/150000: episode: 387, duration: 0.920s, episode steps: 108, steps per second: 117, episode reward: -101.430, mean reward: -0.939 [-100.000,  6.622], mean action: 1.398 [0.000, 3.000],  loss: 19.418445, mse: 1359.871507, mean_q: 19.609301, mean_eps: 0.778063
  37156/150000: episode: 388, duration: 0.915s, episode steps: 112, steps per second: 122, episode reward: -104.798, mean reward: -0.936 [-100.000, 17.801], mean action: 1.696 [0.000, 3.000],  loss: 16.696185, mse: 1406.724343, mean_q: 20.997593, mean_eps: 0.777403
  37265/150000: episode: 389, duration: 0.864s, episode steps: 109, steps per second: 126, episode reward: -155.038, mean reward: -1.422 [-100.000,  9.401], mean action: 1.606 [0.000, 3.000],  loss: 11.819566, mse: 1440.483611, mean_q: 20.461010, mean_eps: 0.776740
  37341/150000: episode: 390, duration: 0.585s, episode steps:  76, steps per second: 130, episode reward: -63.142, mean reward: -0.831 [-100.000, 13.817], mean action: 1.526 [0.000, 3.000],  loss: 13.903503, mse: 1470.739386, mean_q: 20.432844, mean_eps: 0.776185
  37427/150000: episode: 391, duration: 0.634s, episode steps:  86, steps per second: 136, episode reward: -111.562, mean reward: -1.297 [-100.000,  9.311], mean action: 1.453 [0.000, 3.000],  loss: 13.247309, mse: 1412.184925, mean_q: 21.268120, mean_eps: 0.775699
  37556/150000: episode: 392, duration: 0.949s, episode steps: 129, steps per second: 136, episode reward: -70.385, mean reward: -0.546 [-100.000, 15.223], mean action: 1.527 [0.000, 3.000],  loss: 11.027758, mse: 1459.702042, mean_q: 20.227167, mean_eps: 0.775054
  37661/150000: episode: 393, duration: 0.753s, episode steps: 105, steps per second: 139, episode reward: -111.745, mean reward: -1.064 [-100.000, 11.097], mean action: 1.552 [0.000, 3.000],  loss: 15.350883, mse: 1447.610781, mean_q: 20.675131, mean_eps: 0.774352
  37759/150000: episode: 394, duration: 0.745s, episode steps:  98, steps per second: 131, episode reward: -100.690, mean reward: -1.027 [-100.000, 10.395], mean action: 1.316 [0.000, 3.000],  loss: 11.073730, mse: 1477.866124, mean_q: 20.962530, mean_eps: 0.773743
  37850/150000: episode: 395, duration: 0.654s, episode steps:  91, steps per second: 139, episode reward: -76.576, mean reward: -0.841 [-100.000, 19.491], mean action: 1.637 [0.000, 3.000],  loss: 15.476830, mse: 1416.115783, mean_q: 20.606272, mean_eps: 0.773176
  37922/150000: episode: 396, duration: 0.509s, episode steps:  72, steps per second: 141, episode reward: -54.057, mean reward: -0.751 [-100.000,  7.809], mean action: 1.597 [0.000, 3.000],  loss: 11.681189, mse: 1455.648034, mean_q: 20.600720, mean_eps: 0.772687
  37995/150000: episode: 397, duration: 0.518s, episode steps:  73, steps per second: 141, episode reward: -54.130, mean reward: -0.742 [-100.000, 17.302], mean action: 1.603 [0.000, 3.000],  loss: 22.407860, mse: 1475.039549, mean_q: 20.224713, mean_eps: 0.772252
  38082/150000: episode: 398, duration: 0.651s, episode steps:  87, steps per second: 134, episode reward: -81.682, mean reward: -0.939 [-100.000,  7.112], mean action: 1.563 [0.000, 3.000],  loss: 13.581720, mse: 1591.365624, mean_q: 22.716013, mean_eps: 0.771772
  38170/150000: episode: 399, duration: 0.627s, episode steps:  88, steps per second: 140, episode reward: -119.051, mean reward: -1.353 [-100.000,  6.089], mean action: 1.341 [0.000, 3.000],  loss: 11.687699, mse: 1576.932784, mean_q: 21.680471, mean_eps: 0.771247
  38238/150000: episode: 400, duration: 0.477s, episode steps:  68, steps per second: 142, episode reward: -62.663, mean reward: -0.922 [-100.000, 16.924], mean action: 1.588 [0.000, 3.000],  loss: 15.244147, mse: 1602.707853, mean_q: 21.878437, mean_eps: 0.770779
