Training for 150000 steps ...
     57/150000: episode: 1, duration: 0.285s, episode steps:  57, steps per second: 200, episode reward: -90.955, mean reward: -1.596 [-100.000,  6.351], mean action: 1.421 [0.000, 3.000],  loss: --, mse: --, mean_q: --, mean_eps: --
  21075/150000: episode: 215, duration: 0.927s, episode steps: 100, steps per second: 108, episode reward: -344.212, mean reward: -3.442 [-100.000,  5.958], mean action: 1.480 [0.000, 3.000],  loss: 18.970252, mse: 1020.472708, mean_q: 9.715154, mean_eps: 0.873853
  21186/150000: episode: 216, duration: 0.921s, episode steps: 111, steps per second: 121, episode reward: -73.957, mean reward: -0.666 [-100.000, 24.149], mean action: 1.396 [0.000, 3.000],  loss: 23.330599, mse: 1002.271327, mean_q: 10.774775, mean_eps: 0.873220
  21269/150000: episode: 217, duration: 0.736s, episode steps:  83, steps per second: 113, episode reward: -98.671, mean reward: -1.189 [-100.000, 21.996], mean action: 1.687 [0.000, 3.000],  loss: 25.678918, mse: 1035.523940, mean_q: 10.591346, mean_eps: 0.872638
  21411/150000: episode: 218, duration: 1.178s, episode steps: 142, steps per second: 121, episode reward: -93.586, mean reward: -0.659 [-100.000, 19.127], mean action: 1.493 [0.000, 3.000],  loss: 20.597586, mse: 1063.698972, mean_q: 9.998035, mean_eps: 0.871963
  21480/150000: episode: 219, duration: 0.614s, episode steps:  69, steps per second: 112, episode reward: -94.689, mean reward: -1.372 [-100.000,  9.484], mean action: 1.507 [0.000, 3.000],  loss: 28.852990, mse: 1031.920029, mean_q: 10.190283, mean_eps: 0.871330
  21559/150000: episode: 220, duration: 0.690s, episode steps:  79, steps per second: 114, episode reward: -100.239, mean reward: -1.269 [-100.000, 11.716], mean action: 1.658 [0.000, 3.000],  loss: 17.739158, mse: 1023.759854, mean_q: 10.436811, mean_eps: 0.870886
  21625/150000: episode: 221, duration: 0.640s, episode steps:  66, steps per second: 103, episode reward: -142.899, mean reward: -2.165 [-100.000,  4.856], mean action: 1.788 [0.000, 3.000],  loss: 18.265214, mse: 1099.773026, mean_q: 10.323583, mean_eps: 0.870451
  21761/150000: episode: 222, duration: 1.190s, episode steps: 136, steps per second: 114, episode reward: -205.136, mean reward: -1.508 [-100.000, 77.846], mean action: 1.537 [0.000, 3.000],  loss: 27.584971, mse: 1047.120904, mean_q: 9.929684, mean_eps: 0.869845
  21822/150000: episode: 223, duration: 0.524s, episode steps:  61, steps per second: 117, episode reward: -96.587, mean reward: -1.583 [-100.000,  6.170], mean action: 1.902 [0.000, 3.000],  loss: 19.645579, mse: 964.857181, mean_q: 11.560078, mean_eps: 0.869254
  21916/150000: episode: 224, duration: 0.812s, episode steps:  94, steps per second: 116, episode reward: -112.995, mean reward: -1.202 [-100.000, 16.428], mean action: 1.500 [0.000, 3.000],  loss: 25.170323, mse: 1069.238081, mean_q: 10.910118, mean_eps: 0.868789
  21993/150000: episode: 225, duration: 0.677s, episode steps:  77, steps per second: 114, episode reward: -79.436, mean reward: -1.032 [-100.000, 10.762], mean action: 1.649 [0.000, 3.000],  loss: 23.530713, mse: 1039.621944, mean_q: 10.830546, mean_eps: 0.868276
  22100/150000: episode: 226, duration: 0.875s, episode steps: 107, steps per second: 122, episode reward: -111.618, mean reward: -1.043 [-100.000,  5.780], mean action: 1.645 [0.000, 3.000],  loss: 17.820461, mse: 1105.624491, mean_q: 10.998157, mean_eps: 0.867724
  22190/150000: episode: 227, duration: 0.863s, episode steps:  90, steps per second: 104, episode reward: -128.700, mean reward: -1.430 [-100.000, 12.813], mean action: 1.489 [0.000, 3.000],  loss: 20.675671, mse: 1113.318808, mean_q: 11.832265, mean_eps: 0.867133
  22259/150000: episode: 228, duration: 0.679s, episode steps:  69, steps per second: 102, episode reward: -64.064, mean reward: -0.928 [-100.000,  7.277], mean action: 1.420 [0.000, 3.000],  loss: 13.603848, mse: 1101.080305, mean_q: 12.430909, mean_eps: 0.866656
  22327/150000: episode: 229, duration: 0.634s, episode steps:  68, steps per second: 107, episode reward: -72.122, mean reward: -1.061 [-100.000, 12.256], mean action: 1.721 [0.000, 3.000],  loss: 20.596668, mse: 1130.146580, mean_q: 10.966567, mean_eps: 0.866245
  22486/150000: episode: 230, duration: 1.582s, episode steps: 159, steps per second: 101, episode reward: -90.997, mean reward: -0.572 [-100.000,  6.716], mean action: 1.579 [0.000, 3.000],  loss: 15.465540, mse: 1115.530015, mean_q: 11.203184, mean_eps: 0.865564
  22585/150000: episode: 231, duration: 0.916s, episode steps:  99, steps per second: 108, episode reward: -99.867, mean reward: -1.009 [-100.000,  9.798], mean action: 1.636 [0.000, 3.000],  loss: 14.087165, mse: 1104.831157, mean_q: 11.640401, mean_eps: 0.864790
  22689/150000: episode: 232, duration: 1.175s, episode steps: 104, steps per second:  89, episode reward: -112.163, mean reward: -1.078 [-100.000, 10.247], mean action: 1.558 [0.000, 3.000],  loss: 20.755375, mse: 1130.035734, mean_q: 12.301447, mean_eps: 0.864181
  22784/150000: episode: 233, duration: 1.113s, episode steps:  95, steps per second:  85, episode reward: -201.475, mean reward: -2.121 [-100.000, 23.541], mean action: 1.337 [0.000, 3.000],  loss: 17.326022, mse: 1105.159059, mean_q: 12.081986, mean_eps: 0.863584
  22906/150000: episode: 234, duration: 1.264s, episode steps: 122, steps per second:  97, episode reward: -165.707, mean reward: -1.358 [-100.000, 17.970], mean action: 1.484 [0.000, 3.000],  loss: 16.106073, mse: 1130.060956, mean_q: 11.472139, mean_eps: 0.862933
  23014/150000: episode: 235, duration: 0.930s, episode steps: 108, steps per second: 116, episode reward: -214.232, mean reward: -1.984 [-100.000, 20.459], mean action: 1.657 [0.000, 3.000],  loss: 11.674983, mse: 1096.818971, mean_q: 11.883028, mean_eps: 0.862243
  23074/150000: episode: 236, duration: 0.513s, episode steps:  60, steps per second: 117, episode reward: -112.559, mean reward: -1.876 [-100.000,  3.897], mean action: 1.367 [0.000, 3.000],  loss: 19.904414, mse: 1179.791429, mean_q: 11.970520, mean_eps: 0.861739
  23198/150000: episode: 237, duration: 1.139s, episode steps: 124, steps per second: 109, episode reward: -111.509, mean reward: -0.899 [-100.000,  5.586], mean action: 1.468 [0.000, 3.000],  loss: 19.862763, mse: 1181.755139, mean_q: 12.296416, mean_eps: 0.861187
  23317/150000: episode: 238, duration: 1.183s, episode steps: 119, steps per second: 101, episode reward: -118.063, mean reward: -0.992 [-100.000,  8.679], mean action: 1.613 [0.000, 3.000],  loss: 20.083355, mse: 1185.234352, mean_q: 12.393743, mean_eps: 0.860458
  23404/150000: episode: 239, duration: 0.743s, episode steps:  87, steps per second: 117, episode reward: -117.820, mean reward: -1.354 [-100.000, 28.172], mean action: 1.448 [0.000, 3.000],  loss: 12.150991, mse: 1171.385897, mean_q: 12.209020, mean_eps: 0.859840
  23517/150000: episode: 240, duration: 1.081s, episode steps: 113, steps per second: 104, episode reward: -34.780, mean reward: -0.308 [-100.000, 23.402], mean action: 1.513 [0.000, 3.000],  loss: 12.393908, mse: 1195.239887, mean_q: 11.568772, mean_eps: 0.859240
  23605/150000: episode: 241, duration: 0.791s, episode steps:  88, steps per second: 111, episode reward: -70.291, mean reward: -0.799 [-100.000, 11.733], mean action: 1.432 [0.000, 3.000],  loss: 15.481340, mse: 1203.146525, mean_q: 12.625218, mean_eps: 0.858637
  23670/150000: episode: 242, duration: 0.554s, episode steps:  65, steps per second: 117, episode reward: -103.487, mean reward: -1.592 [-100.000,  7.189], mean action: 1.446 [0.000, 3.000],  loss: 10.335140, mse: 1196.191550, mean_q: 13.052273, mean_eps: 0.858178
  23783/150000: episode: 243, duration: 1.062s, episode steps: 113, steps per second: 106, episode reward: -168.635, mean reward: -1.492 [-100.000,  3.494], mean action: 1.442 [0.000, 3.000],  loss: 13.523761, mse: 1180.110727, mean_q: 12.379776, mean_eps: 0.857644
  23876/150000: episode: 244, duration: 0.835s, episode steps:  93, steps per second: 111, episode reward: -81.676, mean reward: -0.878 [-100.000,  8.958], mean action: 1.581 [0.000, 3.000],  loss: 12.811472, mse: 1185.147224, mean_q: 12.910324, mean_eps: 0.857026
  23963/150000: episode: 245, duration: 0.742s, episode steps:  87, steps per second: 117, episode reward: -91.513, mean reward: -1.052 [-100.000, 17.303], mean action: 1.425 [0.000, 3.000],  loss: 12.982181, mse: 1185.207859, mean_q: 12.678857, mean_eps: 0.856486
  24069/150000: episode: 246, duration: 1.020s, episode steps: 106, steps per second: 104, episode reward: -152.757, mean reward: -1.441 [-100.000, 11.589], mean action: 1.368 [0.000, 3.000],  loss: 16.892980, mse: 1241.963909, mean_q: 13.540145, mean_eps: 0.855907
  24163/150000: episode: 247, duration: 0.884s, episode steps:  94, steps per second: 106, episode reward: -73.273, mean reward: -0.779 [-100.000,  6.950], mean action: 1.649 [0.000, 3.000],  loss: 18.593749, mse: 1312.256068, mean_q: 12.973890, mean_eps: 0.855307
  24239/150000: episode: 248, duration: 0.898s, episode steps:  76, steps per second:  85, episode reward: -73.475, mean reward: -0.967 [-100.000,  9.109], mean action: 1.658 [0.000, 3.000],  loss: 16.496870, mse: 1305.771725, mean_q: 13.053109, mean_eps: 0.854797
  24352/150000: episode: 249, duration: 1.040s, episode steps: 113, steps per second: 109, episode reward: -318.821, mean reward: -2.821 [-100.000,  0.676], mean action: 1.646 [0.000, 3.000],  loss: 17.981474, mse: 1291.032473, mean_q: 14.578097, mean_eps: 0.854230
  24431/150000: episode: 250, duration: 0.628s, episode steps:  79, steps per second: 126, episode reward: -101.174, mean reward: -1.281 [-100.000,  9.275], mean action: 1.456 [0.000, 3.000],  loss: 17.149315, mse: 1344.057444, mean_q: 13.326042, mean_eps: 0.853654
  24530/150000: episode: 251, duration: 1.201s, episode steps:  99, steps per second:  82, episode reward: -7.958, mean reward: -0.080 [-100.000, 110.917], mean action: 1.576 [0.000, 3.000],  loss: 14.174384, mse: 1284.401090, mean_q: 12.994234, mean_eps: 0.853120
  24653/150000: episode: 252, duration: 1.219s, episode steps: 123, steps per second: 101, episode reward: -72.273, mean reward: -0.588 [-100.000, 15.315], mean action: 1.480 [0.000, 3.000],  loss: 14.391386, mse: 1291.463972, mean_q: 13.320157, mean_eps: 0.852454
  24764/150000: episode: 253, duration: 1.080s, episode steps: 111, steps per second: 103, episode reward: -193.393, mean reward: -1.742 [-100.000,  6.294], mean action: 1.369 [0.000, 3.000],  loss: 11.887520, mse: 1241.161355, mean_q: 13.954051, mean_eps: 0.851752
  24848/150000: episode: 254, duration: 0.699s, episode steps:  84, steps per second: 120, episode reward: -80.410, mean reward: -0.957 [-100.000, 16.355], mean action: 1.833 [0.000, 3.000],  loss: 13.961153, mse: 1262.605493, mean_q: 13.241333, mean_eps: 0.851167
  24950/150000: episode: 255, duration: 0.831s, episode steps: 102, steps per second: 123, episode reward: -112.899, mean reward: -1.107 [-100.000, 10.490], mean action: 1.324 [0.000, 3.000],  loss: 17.970082, mse: 1273.654518, mean_q: 13.988420, mean_eps: 0.850609
  25073/150000: episode: 256, duration: 0.930s, episode steps: 123, steps per second: 132, episode reward: -131.105, mean reward: -1.066 [-100.000,  9.875], mean action: 1.650 [0.000, 3.000],  loss: 19.866915, mse: 1321.479910, mean_q: 13.856531, mean_eps: 0.849934
  25201/150000: episode: 257, duration: 0.966s, episode steps: 128, steps per second: 132, episode reward: -52.700, mean reward: -0.412 [-100.000, 14.975], mean action: 1.648 [0.000, 3.000],  loss: 16.124947, mse: 1385.460627, mean_q: 13.620669, mean_eps: 0.849181
  25309/150000: episode: 258, duration: 0.960s, episode steps: 108, steps per second: 113, episode reward: -69.892, mean reward: -0.647 [-100.000, 56.576], mean action: 1.491 [0.000, 3.000],  loss: 11.325260, mse: 1307.460235, mean_q: 14.242447, mean_eps: 0.848473
  25414/150000: episode: 259, duration: 1.044s, episode steps: 105, steps per second: 101, episode reward: -140.668, mean reward: -1.340 [-100.000, 27.592], mean action: 1.390 [0.000, 3.000],  loss: 14.384169, mse: 1322.155323, mean_q: 15.132828, mean_eps: 0.847834
  25474/150000: episode: 260, duration: 0.491s, episode steps:  60, steps per second: 122, episode reward: -103.569, mean reward: -1.726 [-100.000,  9.349], mean action: 1.350 [0.000, 3.000],  loss: 11.685805, mse: 1333.619669, mean_q: 14.242816, mean_eps: 0.847339
  25538/150000: episode: 261, duration: 0.463s, episode steps:  64, steps per second: 138, episode reward: -181.433, mean reward: -2.835 [-100.000, 48.277], mean action: 1.656 [0.000, 3.000],  loss: 15.965052, mse: 1349.103177, mean_q: 14.499745, mean_eps: 0.846967
  25600/150000: episode: 262, duration: 0.455s, episode steps:  62, steps per second: 136, episode reward: -91.660, mean reward: -1.478 [-100.000, 17.238], mean action: 1.403 [0.000, 3.000],  loss: 14.735655, mse: 1311.227304, mean_q: 14.313945, mean_eps: 0.846589
  25661/150000: episode: 263, duration: 0.446s, episode steps:  61, steps per second: 137, episode reward: -72.958, mean reward: -1.196 [-100.000, 11.497], mean action: 1.492 [0.000, 3.000],  loss: 16.875237, mse: 1344.630260, mean_q: 13.750205, mean_eps: 0.846220
  25732/150000: episode: 264, duration: 0.635s, episode steps:  71, steps per second: 112, episode reward: -80.293, mean reward: -1.131 [-100.000, 12.366], mean action: 1.507 [0.000, 3.000],  loss: 16.326516, mse: 1364.077910, mean_q: 14.930221, mean_eps: 0.845824
  25800/150000: episode: 265, duration: 0.599s, episode steps:  68, steps per second: 114, episode reward: -77.907, mean reward: -1.146 [-100.000, 11.936], mean action: 1.662 [0.000, 3.000],  loss: 13.979585, mse: 1352.630735, mean_q: 13.926883, mean_eps: 0.845407
  25933/150000: episode: 266, duration: 1.025s, episode steps: 133, steps per second: 130, episode reward: -144.877, mean reward: -1.089 [-100.000, 21.008], mean action: 1.564 [0.000, 3.000],  loss: 14.361193, mse: 1340.976800, mean_q: 14.783176, mean_eps: 0.844804
  26002/150000: episode: 267, duration: 0.616s, episode steps:  69, steps per second: 112, episode reward: -91.159, mean reward: -1.321 [-100.000,  7.355], mean action: 1.478 [0.000, 3.000],  loss: 11.844736, mse: 1314.889353, mean_q: 13.814981, mean_eps: 0.844198
  26083/150000: episode: 268, duration: 0.620s, episode steps:  81, steps per second: 131, episode reward: -106.843, mean reward: -1.319 [-100.000,  8.132], mean action: 1.617 [0.000, 3.000],  loss: 15.983801, mse: 1447.346219, mean_q: 15.862300, mean_eps: 0.843748
  26177/150000: episode: 269, duration: 0.674s, episode steps:  94, steps per second: 139, episode reward: -226.090, mean reward: -2.405 [-100.000,  7.039], mean action: 1.553 [0.000, 3.000],  loss: 12.303785, mse: 1442.700789, mean_q: 17.328497, mean_eps: 0.843223
  26291/150000: episode: 270, duration: 0.870s, episode steps: 114, steps per second: 131, episode reward: -254.601, mean reward: -2.233 [-100.000, 67.019], mean action: 1.693 [0.000, 3.000],  loss: 13.845386, mse: 1427.058569, mean_q: 16.592384, mean_eps: 0.842599
  26397/150000: episode: 271, duration: 1.311s, episode steps: 106, steps per second:  81, episode reward: -173.007, mean reward: -1.632 [-100.000,  5.441], mean action: 1.736 [0.000, 3.000],  loss: 20.406731, mse: 1444.971493, mean_q: 15.847726, mean_eps: 0.841939
  26456/150000: episode: 272, duration: 0.809s, episode steps:  59, steps per second:  73, episode reward: -97.282, mean reward: -1.649 [-100.000, 11.032], mean action: 1.492 [0.000, 3.000],  loss: 22.543290, mse: 1479.551488, mean_q: 16.353438, mean_eps: 0.841444
  26573/150000: episode: 273, duration: 1.141s, episode steps: 117, steps per second: 103, episode reward: -241.768, mean reward: -2.066 [-100.000,  8.661], mean action: 1.778 [0.000, 3.000],  loss: 20.614236, mse: 1460.070492, mean_q: 16.374748, mean_eps: 0.840916
  26665/150000: episode: 274, duration: 0.785s, episode steps:  92, steps per second: 117, episode reward: -85.753, mean reward: -0.932 [-100.000,  8.259], mean action: 1.402 [0.000, 3.000],  loss: 15.670867, mse: 1433.744724, mean_q: 16.810813, mean_eps: 0.840289
  26765/150000: episode: 275, duration: 0.935s, episode steps: 100, steps per second: 107, episode reward: -60.939, mean reward: -0.609 [-100.000, 12.653], mean action: 1.500 [0.000, 3.000],  loss: 14.710638, mse: 1420.361566, mean_q: 16.029494, mean_eps: 0.839713
  26854/150000: episode: 276, duration: 0.733s, episode steps:  89, steps per second: 121, episode reward: -111.987, mean reward: -1.258 [-100.000, 11.850], mean action: 1.494 [0.000, 3.000],  loss: 20.895739, mse: 1422.096423, mean_q: 15.841196, mean_eps: 0.839146
  26934/150000: episode: 277, duration: 0.769s, episode steps:  80, steps per second: 104, episode reward: -44.793, mean reward: -0.560 [-100.000, 17.393], mean action: 1.512 [0.000, 3.000],  loss: 17.746286, mse: 1444.226825, mean_q: 16.622877, mean_eps: 0.838639
  27050/150000: episode: 278, duration: 1.005s, episode steps: 116, steps per second: 115, episode reward: -197.961, mean reward: -1.707 [-100.000, 27.048], mean action: 1.698 [0.000, 3.000],  loss: 18.248379, mse: 1471.750634, mean_q: 16.918731, mean_eps: 0.838051
  27192/150000: episode: 279, duration: 1.097s, episode steps: 142, steps per second: 129, episode reward: -81.910, mean reward: -0.577 [-100.000, 11.254], mean action: 1.324 [0.000, 3.000],  loss: 13.647775, mse: 1474.697910, mean_q: 16.970458, mean_eps: 0.837277
  27315/150000: episode: 280, duration: 1.037s, episode steps: 123, steps per second: 119, episode reward: -121.252, mean reward: -0.986 [-100.000, 11.898], mean action: 1.650 [0.000, 3.000],  loss: 17.150865, mse: 1508.417070, mean_q: 17.391513, mean_eps: 0.836482
  27424/150000: episode: 281, duration: 0.801s, episode steps: 109, steps per second: 136, episode reward: -109.119, mean reward: -1.001 [-100.000,  7.109], mean action: 1.523 [0.000, 3.000],  loss: 14.383396, mse: 1532.317084, mean_q: 17.887148, mean_eps: 0.835786
  27494/150000: episode: 282, duration: 0.542s, episode steps:  70, steps per second: 129, episode reward: -58.312, mean reward: -0.833 [-100.000,  6.236], mean action: 1.800 [0.000, 3.000],  loss: 18.559224, mse: 1512.289676, mean_q: 19.147176, mean_eps: 0.835249
  27603/150000: episode: 283, duration: 0.791s, episode steps: 109, steps per second: 138, episode reward: -110.696, mean reward: -1.016 [-100.000,  8.368], mean action: 1.633 [0.000, 3.000],  loss: 18.738393, mse: 1511.488295, mean_q: 18.097616, mean_eps: 0.834712
  27683/150000: episode: 284, duration: 0.568s, episode steps:  80, steps per second: 141, episode reward: -79.696, mean reward: -0.996 [-100.000, 18.970], mean action: 1.613 [0.000, 3.000],  loss: 20.023686, mse: 1521.657216, mean_q: 17.852758, mean_eps: 0.834145
  27763/150000: episode: 285, duration: 0.739s, episode steps:  80, steps per second: 108, episode reward: -68.167, mean reward: -0.852 [-100.000, 13.907], mean action: 1.675 [0.000, 3.000],  loss: 12.779290, mse: 1539.436703, mean_q: 16.896942, mean_eps: 0.833665
  27879/150000: episode: 286, duration: 0.898s, episode steps: 116, steps per second: 129, episode reward: -72.103, mean reward: -0.622 [-100.000,  9.539], mean action: 1.543 [0.000, 3.000],  loss: 15.410179, mse: 1555.209521, mean_q: 17.583401, mean_eps: 0.833077
  28015/150000: episode: 287, duration: 1.008s, episode steps: 136, steps per second: 135, episode reward: -123.679, mean reward: -0.909 [-100.000,  5.823], mean action: 1.662 [0.000, 3.000],  loss: 16.703708, mse: 1542.327549, mean_q: 18.509852, mean_eps: 0.832321
  28083/150000: episode: 288, duration: 0.574s, episode steps:  68, steps per second: 118, episode reward: -98.107, mean reward: -1.443 [-100.000,  6.383], mean action: 1.632 [0.000, 3.000],  loss: 22.177083, mse: 1631.632746, mean_q: 19.157661, mean_eps: 0.831709
  28179/150000: episode: 289, duration: 0.874s, episode steps:  96, steps per second: 110, episode reward: -357.602, mean reward: -3.725 [-100.000,  6.555], mean action: 1.490 [0.000, 3.000],  loss: 16.734213, mse: 1633.505652, mean_q: 19.775661, mean_eps: 0.831217
  28246/150000: episode: 290, duration: 0.643s, episode steps:  67, steps per second: 104, episode reward: -74.835, mean reward: -1.117 [-100.000,  7.792], mean action: 1.433 [0.000, 3.000],  loss: 15.189984, mse: 1692.513932, mean_q: 19.514880, mean_eps: 0.830728
  28354/150000: episode: 291, duration: 0.984s, episode steps: 108, steps per second: 110, episode reward: -75.599, mean reward: -0.700 [-100.000,  7.795], mean action: 1.537 [0.000, 3.000],  loss: 17.951234, mse: 1635.557955, mean_q: 20.197856, mean_eps: 0.830203
  28465/150000: episode: 292, duration: 0.783s, episode steps: 111, steps per second: 142, episode reward: -110.403, mean reward: -0.995 [-100.000,  6.556], mean action: 1.658 [0.000, 3.000],  loss: 15.815219, mse: 1641.445746, mean_q: 20.147248, mean_eps: 0.829546
  28540/150000: episode: 293, duration: 0.549s, episode steps:  75, steps per second: 137, episode reward: -85.248, mean reward: -1.137 [-100.000, 11.999], mean action: 1.640 [0.000, 3.000],  loss: 14.471902, mse: 1661.850050, mean_q: 19.721200, mean_eps: 0.828988
  28644/150000: episode: 294, duration: 0.900s, episode steps: 104, steps per second: 116, episode reward: -129.158, mean reward: -1.242 [-100.000,  5.525], mean action: 1.519 [0.000, 3.000],  loss: 18.331895, mse: 1592.616442, mean_q: 19.923088, mean_eps: 0.828451
  28710/150000: episode: 295, duration: 0.482s, episode steps:  66, steps per second: 137, episode reward: -108.576, mean reward: -1.645 [-100.000, 16.041], mean action: 1.773 [0.000, 3.000],  loss: 17.900756, mse: 1653.051832, mean_q: 19.899026, mean_eps: 0.827941
  28775/150000: episode: 296, duration: 0.460s, episode steps:  65, steps per second: 141, episode reward: -52.009, mean reward: -0.800 [-100.000, 21.643], mean action: 1.492 [0.000, 3.000],  loss: 15.820131, mse: 1664.601514, mean_q: 19.194290, mean_eps: 0.827548
  28896/150000: episode: 297, duration: 0.914s, episode steps: 121, steps per second: 132, episode reward: -180.064, mean reward: -1.488 [-100.000, 16.535], mean action: 1.612 [0.000, 3.000],  loss: 13.860181, mse: 1642.741997, mean_q: 20.693503, mean_eps: 0.826990
  28989/150000: episode: 298, duration: 0.773s, episode steps:  93, steps per second: 120, episode reward: -122.089, mean reward: -1.313 [-100.000,  6.144], mean action: 1.796 [0.000, 3.000],  loss: 13.913254, mse: 1654.939850, mean_q: 19.830092, mean_eps: 0.826348
  29065/150000: episode: 299, duration: 0.536s, episode steps:  76, steps per second: 142, episode reward: -23.655, mean reward: -0.311 [-100.000, 24.677], mean action: 1.750 [0.000, 3.000],  loss: 12.532945, mse: 1751.334789, mean_q: 19.651621, mean_eps: 0.825841
  29134/150000: episode: 300, duration: 0.517s, episode steps:  69, steps per second: 134, episode reward: -43.798, mean reward: -0.635 [-100.000, 16.038], mean action: 1.812 [0.000, 3.000],  loss: 14.193225, mse: 1755.331900, mean_q: 20.217902, mean_eps: 0.825406
  29210/150000: episode: 301, duration: 0.564s, episode steps:  76, steps per second: 135, episode reward: -90.592, mean reward: -1.192 [-100.000, 12.633], mean action: 1.645 [0.000, 3.000],  loss: 15.782063, mse: 1783.657206, mean_q: 21.693397, mean_eps: 0.824971
  29298/150000: episode: 302, duration: 0.620s, episode steps:  88, steps per second: 142, episode reward: -93.342, mean reward: -1.061 [-100.000,  6.792], mean action: 1.545 [0.000, 3.000],  loss: 21.009157, mse: 1761.779667, mean_q: 20.921266, mean_eps: 0.824479
  29423/150000: episode: 303, duration: 0.902s, episode steps: 125, steps per second: 139, episode reward: -245.417, mean reward: -1.963 [-100.000,  3.833], mean action: 1.760 [0.000, 3.000],  loss: 16.107461, mse: 1749.963479, mean_q: 22.017727, mean_eps: 0.823840
  29516/150000: episode: 304, duration: 0.685s, episode steps:  93, steps per second: 136, episode reward: -165.910, mean reward: -1.784 [-100.000, 38.341], mean action: 1.796 [0.000, 3.000],  loss: 18.328195, mse: 1786.304050, mean_q: 21.843509, mean_eps: 0.823186
  29614/150000: episode: 305, duration: 0.791s, episode steps:  98, steps per second: 124, episode reward: -127.532, mean reward: -1.301 [-100.000, 11.548], mean action: 1.643 [0.000, 3.000],  loss: 18.718343, mse: 1762.398558, mean_q: 21.156504, mean_eps: 0.822613
  29717/150000: episode: 306, duration: 0.770s, episode steps: 103, steps per second: 134, episode reward: -93.693, mean reward: -0.910 [-100.000, 17.735], mean action: 1.650 [0.000, 3.000],  loss: 18.609309, mse: 1774.966812, mean_q: 20.598708, mean_eps: 0.822010
  29809/150000: episode: 307, duration: 0.676s, episode steps:  92, steps per second: 136, episode reward: -136.939, mean reward: -1.488 [-100.000,  6.437], mean action: 1.750 [0.000, 3.000],  loss: 16.601373, mse: 1746.672874, mean_q: 22.145476, mean_eps: 0.821425
  29895/150000: episode: 308, duration: 0.616s, episode steps:  86, steps per second: 140, episode reward: -74.309, mean reward: -0.864 [-100.000, 18.976], mean action: 1.674 [0.000, 3.000],  loss: 10.530799, mse: 1734.860654, mean_q: 22.243886, mean_eps: 0.820891
  29990/150000: episode: 309, duration: 0.725s, episode steps:  95, steps per second: 131, episode reward: -129.595, mean reward: -1.364 [-100.000,  9.046], mean action: 1.474 [0.000, 3.000],  loss: 15.384049, mse: 1758.072801, mean_q: 21.483723, mean_eps: 0.820348
  30069/150000: episode: 310, duration: 0.655s, episode steps:  79, steps per second: 121, episode reward: -38.461, mean reward: -0.487 [-100.000, 22.128], mean action: 1.608 [0.000, 3.000],  loss: 20.413690, mse: 1864.696779, mean_q: 23.121126, mean_eps: 0.819826
  30163/150000: episode: 311, duration: 0.762s, episode steps:  94, steps per second: 123, episode reward: -85.289, mean reward: -0.907 [-100.000, 23.051], mean action: 1.596 [0.000, 3.000],  loss: 22.070345, mse: 1925.818288, mean_q: 22.620331, mean_eps: 0.819307
  30243/150000: episode: 312, duration: 0.694s, episode steps:  80, steps per second: 115, episode reward: -126.252, mean reward: -1.578 [-100.000,  6.000], mean action: 1.288 [0.000, 3.000],  loss: 12.879395, mse: 1902.890636, mean_q: 23.034392, mean_eps: 0.818785
  30348/150000: episode: 313, duration: 0.884s, episode steps: 105, steps per second: 119, episode reward: -89.592, mean reward: -0.853 [-100.000,  8.624], mean action: 1.610 [0.000, 3.000],  loss: 12.882579, mse: 1886.763000, mean_q: 23.007432, mean_eps: 0.818230
  30433/150000: episode: 314, duration: 0.643s, episode steps:  85, steps per second: 132, episode reward: -56.944, mean reward: -0.670 [-100.000, 12.709], mean action: 1.600 [0.000, 3.000],  loss: 13.135648, mse: 1858.298893, mean_q: 23.794348, mean_eps: 0.817660
  30523/150000: episode: 315, duration: 0.687s, episode steps:  90, steps per second: 131, episode reward: -169.452, mean reward: -1.883 [-100.000,  6.062], mean action: 1.267 [0.000, 3.000],  loss: 18.979683, mse: 1926.768334, mean_q: 23.665332, mean_eps: 0.817135
  30594/150000: episode: 316, duration: 0.579s, episode steps:  71, steps per second: 123, episode reward: -73.693, mean reward: -1.038 [-100.000,  7.161], mean action: 1.634 [0.000, 3.000],  loss: 13.357854, mse: 1927.038612, mean_q: 22.263307, mean_eps: 0.816652
  30665/150000: episode: 317, duration: 0.513s, episode steps:  71, steps per second: 138, episode reward: -59.033, mean reward: -0.831 [-100.000, 15.609], mean action: 1.592 [0.000, 3.000],  loss: 15.048151, mse: 1937.658961, mean_q: 23.220176, mean_eps: 0.816226
  30811/150000: episode: 318, duration: 1.059s, episode steps: 146, steps per second: 138, episode reward: -89.566, mean reward: -0.613 [-100.000,  7.489], mean action: 1.610 [0.000, 3.000],  loss: 13.904406, mse: 1902.683744, mean_q: 23.658328, mean_eps: 0.815575
  30920/150000: episode: 319, duration: 0.911s, episode steps: 109, steps per second: 120, episode reward: -101.098, mean reward: -0.928 [-100.000, 19.448], mean action: 1.495 [0.000, 3.000],  loss: 21.974003, mse: 1886.017452, mean_q: 23.082725, mean_eps: 0.814810
